,time,current
218,21.800680000000003,1.33003e-07
219,21.90068,1.40222e-07
220,22.000670000000003,1.42399e-07
221,22.10068,1.42265e-07
222,22.20068,1.42601e-07
223,22.30062,1.40809e-07
224,22.400630000000003,1.41088e-07
225,22.500670000000003,1.40952e-07
226,22.60067,1.42868e-07
227,22.70067,1.33088e-07
228,22.80062,1.42641e-07
229,22.900630000000003,1.41811e-07
230,23.000670000000003,1.4349e-07
231,23.10068,1.42129e-07
232,23.20068,1.42923e-07
233,23.300680000000003,1.42323e-07
234,23.400630000000003,1.43274e-07
235,23.500680000000003,1.44595e-07
236,23.60068,1.42931e-07
237,23.70067,1.43192e-07
238,23.800680000000003,1.43123e-07
239,24.000670000000003,1.43089e-07
240,24.500670000000003,1.32702e-07
241,25.10068,1.41206e-07
242,25.700630000000004,1.44143e-07
243,26.300670000000004,1.4622e-07
244,26.900630000000003,1.46634e-07
245,27.500680000000003,1.441e-07
246,28.20067,1.4134e-07
247,28.800680000000003,1.42723e-07
248,29.500670000000003,1.44843e-07
249,30.20067,1.46284e-07
250,30.90067,1.41949e-07
251,31.60067,1.45058e-07
252,32.400670000000005,1.4557e-07
253,33.10067,1.45429e-07
254,33.900670000000005,1.44939e-07
255,34.70067,1.37132e-07
256,35.500620000000005,1.34397e-07
257,36.300630000000005,1.41838e-07
258,37.20062,1.43849e-07
259,38.00067000000001,1.42928e-07
260,38.900670000000005,1.44078e-07
261,39.80067,1.4687e-07
262,40.70067,1.44986e-07
263,41.70067,1.44393e-07
264,42.70067,1.46463e-07
265,43.70067,1.48487e-07
266,44.70067,1.45142e-07
267,45.70067,1.45211e-07
268,46.80067,1.44759e-07
269,47.900670000000005,1.45212e-07
270,49.00067000000001,1.45115e-07
271,50.100620000000006,1.45186e-07
272,51.30067,1.45081e-07
273,52.500620000000005,1.46879e-07
274,53.70067,1.45725e-07
275,55.000620000000005,1.45992e-07
276,56.200680000000006,1.45625e-07
277,57.50067000000001,1.43684e-07
278,58.900670000000005,1.44653e-07
279,60.30067,1.35466e-07
280,61.70067,1.50947e-07
281,63.10067000000001,1.5221e-07
282,64.60062,1.5409e-07
283,66.10067000000001,1.5332e-07
284,67.60067000000001,1.57078e-07
285,69.20062,1.54529e-07
286,70.80068,1.5301e-07
287,72.40067,1.53712e-07
288,74.10068000000001,1.52574e-07
289,75.90062,1.52978e-07
290,77.60068000000001,1.52413e-07
291,79.40063,1.52518e-07
292,81.30067000000001,1.42004e-07
293,83.20067,1.52957e-07
294,85.10068000000001,1.4756399999999998e-07
295,87.10067,1.444e-07
296,89.10067,1.46665e-07
297,91.20062,1.4591e-07
298,93.30063,1.46225e-07
299,95.50062,1.45192e-07
300,97.70063,1.44649e-07
301,100.00067,1.47244e-07
302,102.30068,1.45085e-07
303,104.70068,1.47131e-07
304,107.20067,1.37478e-07
305,109.60068,1.45594e-07
306,112.20064,1.41086e-07
307,114.80063,1.44467e-07
308,117.50067,1.48262e-07
309,120.20067000000002,1.45695e-07
310,123.00067,1.37004e-07
311,125.90067,1.45386e-07
312,128.80068,1.45531e-07
313,131.80068,1.52836e-07
314,134.90067000000002,1.51595e-07
315,138.00063,1.51568e-07
316,141.30068,1.50678e-07
317,144.50068000000002,1.51271e-07
318,147.90068000000002,1.51225e-07
319,151.40067000000002,1.53512e-07
320,154.90062,1.53549e-07
321,158.50067,1.57181e-07
322,162.20067,1.54748e-07
323,166.00067,1.5208e-07
324,169.80067000000005,1.50267e-07
325,173.80067000000005,1.51608e-07
326,177.80068000000003,1.5202e-07
327,182.00067,1.5208e-07
328,186.20068,1.51081e-07
329,190.50067,1.42443e-07
330,195.00062000000003,1.47725e-07
331,199.50067,1.45559e-07
332,204.20068,1.3592e-07
333,208.90068,1.46897e-07
334,213.80067000000005,1.46395e-07
335,218.80062,1.44886e-07
336,223.90062000000003,1.44705e-07
337,229.10068,1.45714e-07
338,234.40068,1.40798e-07
339,239.90067,1.45567e-07
340,245.50067,1.37141e-07
341,251.20067000000003,1.30139e-07
342,257.00068000000005,1.39444e-07
343,263.00068000000005,1.43428e-07
344,269.20063000000005,1.41573e-07
345,275.40063000000004,1.40486e-07
346,281.80068,1.39972e-07
347,288.40068,1.39357e-07
348,295.10068,1.39119e-07
349,302.00067,1.39399e-07
350,309.00068000000005,1.39087e-07
351,316.20068000000003,1.39933e-07
352,323.60067000000004,1.32454e-07
353,331.10067000000004,1.33476e-07
354,338.80068,1.33557e-07
355,346.70068000000003,1.33245e-07
356,354.80063,1.33135e-07
357,363.10067,1.33688e-07
358,371.5006800000001,1.32209e-07
359,380.20062,1.35231e-07
360,389.0006800000001,1.35139e-07
361,398.10068,1.33428e-07
362,407.40068,1.33954e-07
363,416.9006700000001,1.34948e-07
364,426.60067,1.35262e-07
365,436.50063000000006,1.34806e-07
366,446.70062,1.31623e-07
367,457.10068,1.33155e-07
368,467.70062,1.33106e-07
369,478.60068,1.33694e-07
370,489.80067,1.3622e-07
371,501.20062,1.29548e-07
372,512.90062,1.36937e-07
373,524.80068,1.33771e-07
374,537.00068,1.2976e-07
375,549.50067,1.25685e-07
376,562.30068,1.33989e-07
377,575.40067,1.34232e-07
378,588.80068,1.30015e-07
379,602.60068,1.25786e-07
380,616.60067,1.24839e-07
381,631.00067,1.34079e-07
382,645.7006700000001,1.33536e-07
383,660.7006700000001,1.30195e-07
384,676.10067,1.27624e-07
385,691.8006700000001,1.30697e-07
386,707.9006800000001,1.35138e-07
387,724.4006700000001,1.36322e-07
388,741.30063,1.39652e-07
389,758.60067,1.33615e-07
390,776.20068,1.28261e-07
391,794.30068,1.35883e-07
392,812.80063,1.28633e-07
393,831.8006200000002,1.34941e-07
394,851.1006800000001,1.36571e-07
395,871.0006700000001,1.35871e-07
396,891.30067,1.35218e-07
397,912.00063,1.35886e-07
398,933.30121,1.35126e-07
399,955.00062,1.33942e-07
400,977.20063,1.2633e-07
401,1000.00067,1.33474e-07
