,time,current
0,0.0006,9.99972e-06
1,0.10066,9.99839e-06
2,0.20062,9.99824e-06
3,0.30066,9.99852e-06
4,0.40067,9.99837e-06
5,0.50067,9.99847e-06
6,0.60066,9.99847e-06
7,0.70062,9.99845e-06
8,0.80066,9.99836e-06
9,0.90067,9.99839e-06
10,1.00062,9.99841e-06
11,1.1006200000000002,9.99837e-06
12,1.20066,9.99843e-06
13,1.30062,9.99827e-06
14,1.40066,9.99841e-06
15,1.50062,9.99838e-06
16,1.6006600000000002,9.99875e-06
17,1.70066,9.99835e-06
18,1.8006600000000001,9.99845e-06
19,1.90066,9.99866e-06
20,2.00067,9.99843e-06
21,2.10062,9.99845e-06
22,2.20066,9.99834e-06
23,2.30067,9.99841e-06
24,2.40066,9.99839e-06
25,2.50062,9.99839e-06
26,2.60062,9.99807e-06
27,2.70067,9.99839e-06
28,2.80067,9.99842e-06
29,2.9006700000000003,9.99834e-06
30,3.0006600000000003,9.99851e-06
31,3.10067,9.99842e-06
32,3.20062,9.99847e-06
33,3.30067,9.99827e-06
34,3.4006200000000004,9.99831e-06
35,3.5006700000000004,9.99858e-06
36,3.6006700000000005,9.99846e-06
37,3.70067,9.99839e-06
38,3.80067,9.99843e-06
39,3.90066,9.99847e-06
40,4.0006200000000005,9.99819e-06
41,4.10066,9.99848e-06
42,4.200670000000001,9.998500000000001e-06
43,4.300660000000001,9.99846e-06
44,4.40066,9.99853e-06
45,4.500660000000001,9.99848e-06
46,4.60067,9.99839e-06
47,4.700670000000001,9.998330000000001e-06
48,4.80067,9.99844e-06
49,4.900670000000001,9.9986e-06
50,5.00067,9.99848e-06
51,5.10067,9.99848e-06
52,5.200670000000001,9.998330000000001e-06
53,5.30067,9.99844e-06
54,5.400620000000001,9.99847e-06
55,5.500660000000001,9.998500000000001e-06
56,5.60062,9.99825e-06
57,5.700620000000001,9.99837e-06
58,5.80067,9.99853e-06
59,5.900670000000001,9.99861e-06
60,6.000660000000001,9.9984e-06
61,6.100670000000001,9.99842e-06
62,6.200670000000001,9.99865e-06
63,6.30067,9.99846e-06
64,6.400620000000001,9.99837e-06
65,6.500660000000001,9.99851e-06
66,6.60062,9.99851e-06
67,6.700660000000001,9.99851e-06
68,6.800660000000001,9.99854e-06
69,6.90066,9.99846e-06
70,7.0006200000000005,9.99837e-06
71,7.100670000000001,9.99813e-06
72,7.200660000000001,9.99849e-06
73,7.30066,9.99852e-06
74,7.400620000000002,9.99846e-06
75,7.50067,9.99827e-06
76,7.600670000000002,9.99842e-06
77,7.700660000000002,9.99832e-06
78,7.80066,9.998500000000001e-06
79,7.90066,9.99842e-06
80,8.00066,9.99862e-06
81,8.100670000000001,9.99834e-06
82,8.20067,9.99881e-06
83,8.30066,9.99847e-06
84,8.40066,9.99845e-06
85,8.500670000000001,9.9986e-06
86,8.600670000000001,9.99847e-06
87,8.700660000000001,9.99857e-06
88,8.80066,9.99831e-06
89,8.90067,9.99838e-06
90,9.000670000000001,9.99848e-06
91,9.100670000000001,9.99838e-06
92,9.20067,9.9984e-06
93,9.30066,9.99857e-06
94,9.40067,9.99844e-06
95,9.50067,9.99842e-06
96,9.600670000000001,9.99842e-06
97,9.700660000000001,9.99849e-06
98,9.80066,9.99847e-06
99,9.90067,9.99838e-06
100,10.00067,9.99849e-06
101,10.10062,9.99843e-06
102,10.20062,9.99858e-06
103,10.30066,9.99839e-06
104,10.400670000000002,9.99852e-06
105,10.500660000000002,9.99844e-06
106,10.60066,9.99859e-06
107,10.70062,9.99846e-06
108,10.80062,9.99834e-06
109,10.900670000000002,9.99834e-06
110,11.00062,9.99873e-06
111,11.10066,9.99839e-06
112,11.20066,9.99852e-06
113,11.30066,9.99854e-06
114,11.400670000000002,9.99843e-06
115,11.50067,9.99845e-06
116,11.60067,9.9984e-06
117,11.70067,9.99866e-06
118,11.80067,9.99851e-06
119,11.900620000000002,9.99837e-06
120,12.00067,9.99855e-06
121,12.10066,9.99856e-06
122,12.20067,9.99838e-06
123,12.30062,9.99851e-06
124,12.400670000000002,9.99849e-06
125,12.50062,9.99839e-06
126,12.60067,9.99847e-06
127,12.70067,9.99808e-06
128,12.80067,9.99826e-06
129,12.900670000000002,9.99851e-06
130,13.00062,9.99851e-06
131,13.10066,9.99872e-06
132,13.20066,9.99845e-06
133,13.30067,9.99863e-06
134,13.400670000000002,9.99851e-06
135,13.50067,9.99856e-06
136,13.60066,9.99842e-06
