, V1, I1
991,1.09,0.0001000022
992,1.08,0.0001000022
993,1.07,0.0001000022
994,1.06,0.0001000021
995,1.05,0.0001000022
996,1.04,0.0001000022
997,1.03,0.0001000022
998,1.02,0.0001000022
999,1.01,0.0001000021
1000,1.0,0.0001000022
1001,0.99,0.0001000022
1002,0.98,0.0001000022
1003,0.97,0.0001000023
1004,0.96,0.0001000022
1005,0.95,0.0001000021
1006,0.94,0.0001000022
1007,0.93,0.000100002
1008,0.92,0.0001000021
1009,0.91,0.0001000023
1010,0.9,0.0001000021
1011,0.89,0.0001000021
1012,0.88,0.0001000023
1013,0.87,0.0001000022
1014,0.86,0.0001000022
1015,0.85,0.0001000022
1016,0.84,0.0001000022
1017,0.83,0.0001000022
1018,0.82,0.0001000022
1019,0.81,0.0001000022
1020,0.8,0.0001000022
1021,0.79,0.0001000022
1022,0.78,0.0001000021
1023,0.77,0.0001000023
1024,0.76,0.0001000022
1025,0.75,0.0001000023
1026,0.74,0.0001000023
1027,0.73,0.0001000022
1028,0.72,0.0001000023
1029,0.71,0.0001000023
1030,0.7,0.0001000022
1031,0.69,0.0001000022
1032,0.68,0.0001000022
1033,0.67,0.0001000022
1034,0.66,0.0001000022
1035,0.65,0.0001000021
1036,0.64,0.0001000021
1037,0.63,0.0001000021
1038,0.62,0.0001000021
1039,0.61,0.0001000022
1040,0.6,0.0001000021
1041,0.59,0.0001000022
1042,0.58,0.0001000022
1043,0.57,0.0001000023
1044,0.56,0.0001000022
1045,0.55,0.0001000022
1046,0.54,0.0001000022
1047,0.53,0.0001000022
1048,0.52,0.0001000023
1049,0.51,0.0001000022
1050,0.5,0.0001000022
1051,0.49,0.0001000022
1052,0.48,0.0001000021
1053,0.47,0.0001000022
1054,0.46,0.0001000022
1055,0.45,0.0001000022
1056,0.44,0.0001000022
1057,0.43,0.0001000022
1058,0.42,0.0001000022
1059,0.41,0.0001000023
1060,0.4,0.0001000023
1061,0.39,0.0001000022
1062,0.38,0.0001000022
1063,0.37,0.0001000022
1064,0.36,0.0001000021
1065,0.35,0.0001000021
1066,0.34,0.0001000023
1067,0.33,0.0001000023
1068,0.32,0.0001000023
1069,0.31,0.0001000021
1070,0.3,0.0001000022
1071,0.29,0.0001000022
1072,0.28,0.0001000021
1073,0.27,0.0001000022
1074,0.26,0.0001000022
1075,0.25,0.0001000022
1076,0.24,0.0001000023
1077,0.23,0.0001000023
1078,0.22,0.0001000021
1079,0.21,0.0001000023
1080,0.2,0.0001000024
1081,0.19,0.0001000021
1082,0.18,0.0001000023
1083,0.17,0.0001000022
1084,0.16,0.0001000022
1085,0.15,0.0001000022
1086,0.14,0.0001000022
1087,0.13,0.0001000022
1088,0.12,0.0001000022
1089,0.11,0.0001000023
1090,0.1,0.0001000022
1091,0.09,0.0001000022
1092,0.08,0.0001000022
1093,0.07,0.0001000021
1094,0.06,0.0001000021
1095,0.05,0.0001000022
1096,0.04,0.0001000022
1097,0.03,0.0001000022
1098,0.02,7.80342e-05
1099,0.01,3.9673100000000005e-05
1100,0.0,-9.76612e-10
